family,split_tag,model,split,acc,macro_f1,auc_pr,roc_auc,tpr_at_1pct_fpr,tpr_at_5pct_fpr,tpr_at_10pct_fpr,semantic_coverage,defer_rate,threshold_note,eval_track,threshold_policy,val_threshold_t_star,threshold_selection_mode,threshold_target_fpr,threshold_macro_f1_tolerance,threshold_enforce_target_fpr,threshold_fallback_to_macro_f1,threshold_val_macro_f1_best,threshold_val_macro_f1_at_t_star,threshold_val_fpr_at_t_star,threshold_val_tpr_at_t_star,threshold_val_fpr_constraint_satisfied,threshold_val_fpr_gap_to_target,threshold_val_fpr_min_possible,threshold_val_num_feasible_thresholds,ood_name,base_model,meta_model,hybrid_feature_mode,meta_C,stack_train_source,backbone_name,max_length,learning_rate,num_epochs,train_batch_size,eval_batch_size,weight_decay,warmup_ratio,training_seed,device
ablation,B,M1_TFIDF_ONLY,OOD,0.775811209439528,0.7645940883548814,0.9006907292962592,0.9181220142532696,0.1563421828908554,0.5221238938053098,0.672566371681416,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.415; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.415,macro_f1,,,False,False,0.8747548332866348,0.8747548332866348,,,,,,,ood_test_injection,,,,,,,,,,,,,,,
ablation,B,M1_TFIDF_ONLY,OOD,0.8097345132743363,0.8086518203477269,0.9006907292962592,0.9181220142532696,0.1563421828908554,0.5221238938053098,0.672566371681416,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.959; target_fpr=0.05; val_fpr=0.024; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.959,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8747548332866348,0.6464037970062066,0.024390243902439,0.5277777777777778,1.0,-0.0256097560975609,0.0,45.0,ood_test_injection,,,,,,,,,,,,,,,
ablation,B,M2_TFIDF_PLUS_FLAGS,OOD,0.7330383480825958,0.7135133242287355,0.6177478118512122,0.7457209735383438,0.0058997050147492,0.0088495575221238,0.0501474926253687,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.640; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.64,macro_f1,,,False,False,0.8839563862928349,0.8839563862928349,,,,,,,ood_test_injection,,,,,,,,,,,,,,,
ablation,B,M2_TFIDF_PLUS_FLAGS,OOD,0.504424778761062,0.4437031755179386,0.6177478118512122,0.7457209735383438,0.0058997050147492,0.0088495575221238,0.0501474926253687,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.983; target_fpr=0.05; val_fpr=0.049; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.983,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8839563862928349,0.6077523602033406,0.048780487804878,0.4814814814814814,1.0,-0.0012195121951219,0.0,18.0,ood_test_injection,,,,,,,,,,,,,,,
ablation,B,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,OOD,0.724188790560472,0.703023730274546,0.6417243482936221,0.7712428537865141,0.0058997050147492,0.0176991150442477,0.0648967551622418,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.665; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.665,macro_f1,,,False,False,0.8990514905149052,0.8990514905149052,,,,,,,ood_test_injection,,,,,,,,,,,,,,,
ablation,B,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,OOD,0.4867256637168141,0.3658578539406775,0.6417243482936221,0.7712428537865141,0.0058997050147492,0.0176991150442477,0.0648967551622418,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.995; target_fpr=0.05; val_fpr=0.024; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.995,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8990514905149052,0.5369127516778524,0.024390243902439,0.3703703703703703,1.0,-0.0256097560975609,0.0,6.0,ood_test_injection,,,,,,,,,,,,,,,
ablation,B,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,OOD,0.7227138643067846,0.7006678752923716,0.6610319156043816,0.7934059049259926,0.0058997050147492,0.0147492625368731,0.0560471976401179,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.625; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.625,macro_f1,,,False,False,0.8839563862928349,0.8839563862928349,,,,,,,ood_test_injection,,,,,,,,,,,,,,,
ablation,B,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,OOD,0.5589970501474927,0.5201107862748116,0.6610319156043816,0.7934059049259926,0.0058997050147492,0.0147492625368731,0.0560471976401179,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.984; target_fpr=0.05; val_fpr=0.049; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.984,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8839563862928349,0.6265664160401002,0.048780487804878,0.5092592592592593,1.0,-0.0012195121951219,0.0,17.0,ood_test_injection,,,,,,,,,,,,,,,
ablation,B,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,OOD,0.7433628318584071,0.7278239202657807,0.6392135715954597,0.7643859694920858,0.0058997050147492,0.0147492625368731,0.0766961651917404,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.704; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.704,macro_f1,,,False,False,0.8855857832382624,0.8855857832382624,,,,,,,ood_test_injection,,,,,,,,,,,,,,,
ablation,B,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,OOD,0.532448377581121,0.481249773722892,0.6392135715954597,0.7643859694920858,0.0058997050147492,0.0147492625368731,0.0766961651917404,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.982; target_fpr=0.05; val_fpr=0.049; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.982,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8855857832382624,0.6328039430449068,0.048780487804878,0.5185185185185185,1.0,-0.0012195121951219,0.0,19.0,ood_test_injection,,,,,,,,,,,,,,,
ablation,B,M1_TFIDF_ONLY,OOD,0.643251379829403,0.6010796293507162,0.7104545180389904,0.7547746767474419,0.0441545408931259,0.1690918213748118,0.2950326141495233,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.415; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.415,macro_f1,,,False,False,0.8747548332866348,0.8747548332866348,,,,,,,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,B,M1_TFIDF_ONLY,OOD,0.6876567987957852,0.687501003603527,0.7104545180389904,0.7547746767474419,0.0441545408931259,0.1690918213748118,0.2950326141495233,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.959; target_fpr=0.05; val_fpr=0.024; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.959,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8747548332866348,0.6464037970062066,0.024390243902439,0.5277777777777778,1.0,-0.0256097560975609,0.0,45.0,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,B,M2_TFIDF_PLUS_FLAGS,OOD,0.6166583040642248,0.5666552827203077,0.6324618108847739,0.683170952825607,0.0165579528349222,0.1053687907676869,0.2037129954841947,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.640; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.64,macro_f1,,,False,False,0.8839563862928349,0.8839563862928349,,,,,,,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,B,M2_TFIDF_PLUS_FLAGS,OOD,0.5672353236327144,0.530354379120887,0.6324618108847739,0.683170952825607,0.0165579528349222,0.1053687907676869,0.2037129954841947,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.983; target_fpr=0.05; val_fpr=0.049; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.983,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8839563862928349,0.6077523602033406,0.048780487804878,0.4814814814814814,1.0,-0.0012195121951219,0.0,18.0,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,B,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,OOD,0.6164074259909684,0.566455181817477,0.6473345779781865,0.6944378077913943,0.0175614651279478,0.1169091821374811,0.2202709483191169,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.665; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.665,macro_f1,,,False,False,0.8990514905149052,0.8990514905149052,,,,,,,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,B,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,OOD,0.5306071249372805,0.4242777829285508,0.6473345779781865,0.6944378077913943,0.0175614651279478,0.1169091821374811,0.2202709483191169,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.995; target_fpr=0.05; val_fpr=0.024; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.995,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8990514905149052,0.5369127516778524,0.024390243902439,0.3703703703703703,1.0,-0.0256097560975609,0.0,6.0,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,B,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,OOD,0.611138986452584,0.5569510418100877,0.650887478168614,0.6967854626163978,0.0205720020070245,0.1209232313095835,0.2373306573005519,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.625; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.625,macro_f1,,,False,False,0.8839563862928349,0.8839563862928349,,,,,,,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,B,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,OOD,0.5998494731560462,0.5774878521452377,0.650887478168614,0.6967854626163978,0.0205720020070245,0.1209232313095835,0.2373306573005519,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.984; target_fpr=0.05; val_fpr=0.049; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.984,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8839563862928349,0.6265664160401002,0.048780487804878,0.5092592592592593,1.0,-0.0012195121951219,0.0,17.0,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,B,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,OOD,0.6214249874560963,0.5769043904175946,0.6539656503853799,0.6980081313196287,0.0235825388861013,0.126944305067737,0.2483692925238334,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.704; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.704,macro_f1,,,False,False,0.8855857832382624,0.8855857832382624,,,,,,,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,B,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,OOD,0.5945810336176618,0.571452598411786,0.6539656503853799,0.6980081313196287,0.0235825388861013,0.126944305067737,0.2483692925238334,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.982; target_fpr=0.05; val_fpr=0.049; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.982,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8855857832382624,0.6328039430449068,0.048780487804878,0.5185185185185185,1.0,-0.0012195121951219,0.0,19.0,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,C,M1_TFIDF_ONLY,OOD,0.6354166666666666,0.6349983365809609,0.6991917205457198,0.6581319173177084,0.0729166666666666,0.2682291666666667,0.3802083333333333,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.600; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.6,macro_f1,,,False,False,0.8508010680907877,0.8508010680907877,,,,,,,ood_test,,,,,,,,,,,,,,,
ablation,C,M1_TFIDF_ONLY,OOD,0.5533854166666666,0.4544901065449011,0.6991917205457198,0.6581319173177084,0.0729166666666666,0.2682291666666667,0.3802083333333333,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.983; target_fpr=0.05; val_fpr=0.050; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.983,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8508010680907877,0.5300108147080029,0.05,0.3761467889908257,1.0,0.0,0.0,18.0,ood_test,,,,,,,,,,,,,,,
ablation,C,M2_TFIDF_PLUS_FLAGS,OOD,0.6184895833333334,0.5985893257555082,0.7517265670256772,0.7377251519097223,0.1041666666666666,0.2421875,0.4010416666666667,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.176; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.176,macro_f1,,,False,False,0.8613265496060061,0.8613265496060061,,,,,,,ood_test,,,,,,,,,,,,,,,
ablation,C,M2_TFIDF_PLUS_FLAGS,OOD,0.60546875,0.5530552861299709,0.7517265670256772,0.7377251519097223,0.1041666666666666,0.2421875,0.4010416666666667,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.969; target_fpr=0.05; val_fpr=0.050; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.969,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8613265496060061,0.6623815028901734,0.05,0.5688073394495413,1.0,0.0,0.0,32.0,ood_test,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,OOD,0.6666666666666666,0.6653594771241831,0.7406577824547589,0.71673583984375,0.078125,0.296875,0.3723958333333333,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.523; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.523,macro_f1,,,False,False,0.8803899082568807,0.8803899082568807,,,,,,,ood_test,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,OOD,0.6510416666666666,0.6312323073064106,0.7406577824547589,0.71673583984375,0.078125,0.296875,0.3723958333333333,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.915; target_fpr=0.05; val_fpr=0.050; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.915,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8803899082568807,0.8062224889955982,0.05,0.7798165137614679,1.0,0.0,0.0,86.0,ood_test,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,OOD,0.6419270833333334,0.6305102003327507,0.7479140533986457,0.7323235405815973,0.0833333333333333,0.2578125,0.390625,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.244; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.244,macro_f1,,,False,False,0.8639269406392693,0.8639269406392693,,,,,,,ood_test,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,OOD,0.5950520833333334,0.5334845102278787,0.7479140533986457,0.7323235405815973,0.0833333333333333,0.2578125,0.390625,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.972; target_fpr=0.05; val_fpr=0.050; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.972,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8639269406392693,0.650089791407653,0.05,0.5504587155963303,1.0,0.0,0.0,29.0,ood_test,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,OOD,0.6184895833333334,0.6000277284531256,0.7487629930644533,0.7345445421006944,0.0729166666666666,0.2395833333333333,0.4270833333333333,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.174; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.174,macro_f1,,,False,False,0.8613265496060061,0.8613265496060061,,,,,,,ood_test,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,OOD,0.6223958333333334,0.5815295815295816,0.7487629930644533,0.7345445421006944,0.0729166666666666,0.2395833333333333,0.4270833333333333,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.959; target_fpr=0.05; val_fpr=0.050; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.959,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8613265496060061,0.7176960970064419,0.05,0.6513761467889908,1.0,0.0,0.0,42.0,ood_test,,,,,,,,,,,,,,,
ablation,C,M1_TFIDF_ONLY,OOD,0.7713864306784661,0.7610521074208225,0.8947177027523023,0.9137015863071152,0.2064896755162241,0.4572271386430678,0.7551622418879056,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.600; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.6,macro_f1,,,False,False,0.8508010680907877,0.8508010680907877,,,,,,,ood_test_injection,,,,,,,,,,,,,,,
ablation,C,M1_TFIDF_ONLY,OOD,0.7595870206489675,0.7516779277508017,0.8947177027523023,0.9137015863071152,0.2064896755162241,0.4572271386430678,0.7551622418879056,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.983; target_fpr=0.05; val_fpr=0.050; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.983,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8508010680907877,0.5300108147080029,0.05,0.3761467889908257,1.0,0.0,0.0,18.0,ood_test_injection,,,,,,,,,,,,,,,
ablation,C,M2_TFIDF_PLUS_FLAGS,OOD,0.6386430678466076,0.5843706760012911,0.6893798193320441,0.7956857319375918,0.0147492625368731,0.0560471976401179,0.1415929203539823,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.176; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.176,macro_f1,,,False,False,0.8613265496060061,0.8613265496060061,,,,,,,ood_test_injection,,,,,,,,,,,,,,,
ablation,C,M2_TFIDF_PLUS_FLAGS,OOD,0.6784660766961652,0.6750017590768365,0.6893798193320441,0.7956857319375918,0.0147492625368731,0.0560471976401179,0.1415929203539823,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.969; target_fpr=0.05; val_fpr=0.050; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.969,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8613265496060061,0.6623815028901734,0.05,0.5688073394495413,1.0,0.0,0.0,32.0,ood_test_injection,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,OOD,0.7168141592920354,0.6926796101835764,0.7026266336109981,0.8110658626360717,0.0117994100294985,0.0648967551622418,0.191740412979351,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.523; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.523,macro_f1,,,False,False,0.8803899082568807,0.8803899082568807,,,,,,,ood_test_injection,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,OOD,0.8067846607669616,0.8047625642141638,0.7026266336109981,0.8110658626360717,0.0117994100294985,0.0648967551622418,0.191740412979351,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.915; target_fpr=0.05; val_fpr=0.050; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.915,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8803899082568807,0.8062224889955982,0.05,0.7798165137614679,1.0,0.0,0.0,86.0,ood_test_injection,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,OOD,0.6592920353982301,0.6145480319844066,0.7170859458250209,0.8118707633939837,0.023598820058997,0.0855457227138643,0.2182890855457227,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.244; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.244,macro_f1,,,False,False,0.8639269406392693,0.8639269406392693,,,,,,,ood_test_injection,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,OOD,0.6932153392330384,0.6891005291005291,0.7170859458250209,0.8118707633939837,0.023598820058997,0.0855457227138643,0.2182890855457227,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.972; target_fpr=0.05; val_fpr=0.050; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.972,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8639269406392693,0.650089791407653,0.05,0.5504587155963303,1.0,0.0,0.0,29.0,ood_test_injection,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,OOD,0.6415929203539823,0.5887678310681792,0.7091012221720167,0.8034475857328078,0.0206489675516224,0.0973451327433628,0.2094395280235988,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.174; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.174,macro_f1,,,False,False,0.8613265496060061,0.8613265496060061,,,,,,,ood_test_injection,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,OOD,0.7286135693215339,0.7283772132275455,0.7091012221720167,0.8034475857328078,0.0206489675516224,0.0973451327433628,0.2094395280235988,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.959; target_fpr=0.05; val_fpr=0.050; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.959,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8613265496060061,0.7176960970064419,0.05,0.6513761467889908,1.0,0.0,0.0,42.0,ood_test_injection,,,,,,,,,,,,,,,
ablation,C,M1_TFIDF_ONLY,OOD,0.6460110386352232,0.6136871842413795,0.6918015356651896,0.7325759324721322,0.0456598093326643,0.1560461615654791,0.2609131961866532,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.600; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.6,macro_f1,,,False,False,0.8508010680907877,0.8508010680907877,,,,,,,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,C,M1_TFIDF_ONLY,OOD,0.6480180632212744,0.6449755222103049,0.6918015356651896,0.7325759324721322,0.0456598093326643,0.1560461615654791,0.2609131961866532,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.983; target_fpr=0.05; val_fpr=0.050; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.983,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8508010680907877,0.5300108147080029,0.05,0.3761467889908257,1.0,0.0,0.0,18.0,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,C,M2_TFIDF_PLUS_FLAGS,OOD,0.5704967385850477,0.4814207545627008,0.6037677594350275,0.6638865734032988,0.0100351229302558,0.0697441043652784,0.1630707476166583,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.176; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.176,macro_f1,,,False,False,0.8613265496060061,0.8613265496060061,,,,,,,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,C,M2_TFIDF_PLUS_FLAGS,OOD,0.6056196688409433,0.6049009993886236,0.6037677594350275,0.6638865734032988,0.0100351229302558,0.0697441043652784,0.1630707476166583,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.969; target_fpr=0.05; val_fpr=0.050; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.969,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8613265496060061,0.6623815028901734,0.05,0.5688073394495413,1.0,0.0,0.0,32.0,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,OOD,0.6021073758153538,0.5440830133205329,0.59166832043577,0.6535093096787074,0.0090316106372303,0.0772704465629704,0.1430005017561465,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.523; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.523,macro_f1,,,False,False,0.8803899082568807,0.8803899082568807,,,,,,,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,OOD,0.6322127446061214,0.6255423522406546,0.59166832043577,0.6535093096787074,0.0090316106372303,0.0772704465629704,0.1430005017561465,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.915; target_fpr=0.05; val_fpr=0.050; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.915,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8803899082568807,0.8062224889955982,0.05,0.7798165137614679,1.0,0.0,0.0,86.0,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,OOD,0.5762669342699448,0.494514395558628,0.6122833038572211,0.6651720560345554,0.0190667335674862,0.0948319116909182,0.1585549422980431,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.244; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.244,macro_f1,,,False,False,0.8639269406392693,0.8639269406392693,,,,,,,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,OOD,0.5988459608630206,0.5963249283313017,0.6122833038572211,0.6651720560345554,0.0190667335674862,0.0948319116909182,0.1585549422980431,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.972; target_fpr=0.05; val_fpr=0.050; macro_tol=0.020,deployment_threshold,low_fpr_enforced,0.972,low_fpr_enforced_macro_best,0.05,0.02,True,True,0.8639269406392693,0.650089791407653,0.05,0.5504587155963303,1.0,0.0,0.0,29.0,ood_test_injection_standard,,,,,,,,,,,,,,,
ablation,C,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,OOD,0.5689914701455093,0.478816722316799,0.6293656024505618,0.6794990444478404,0.0250878073256397,0.1023582538886101,0.1806322127446061,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.174; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,ranking,macro_f1,0.174,macro_f1,,,False,False,0.8613265496060061,0.8613265496060061,,,,,,,ood_test_injection_standard,,,,,,,,,,,,,,,
