split_tag,eval_track,experiment,model,split,ood_name,acc,macro_f1,auc_pr,roc_auc,tpr_at_1pct_fpr,tpr_at_5pct_fpr,tpr_at_10pct_fpr,semantic_coverage,defer_rate,threshold_note,val_threshold_t_star,threshold_selection_mode,threshold_target_fpr,threshold_macro_f1_tolerance,threshold_val_fpr_at_t_star,threshold_val_fpr_constraint_satisfied,threshold_val_fpr_gap_to_target,m3_val_t_star,m3_threshold_mode,m3_val_fpr_at_t_star,m3_val_fpr_constraint_satisfied,hybrid_variant,tau_low,tau_high,score_definition,ibvs_boost_alpha,ibvs_high_precision_rule,tuning_source,fusion_margin,fusion_alpha,ibvs_gate_definition,calibration_method,source_file,threshold_policy,threshold_enforce_target_fpr,threshold_fallback_to_macro_f1,threshold_val_macro_f1_best,threshold_val_macro_f1_at_t_star,threshold_val_tpr_at_t_star,threshold_val_fpr_min_possible,threshold_val_num_feasible_thresholds,backbone_name,max_length,learning_rate,num_epochs,train_batch_size,eval_batch_size,weight_decay,warmup_ratio,training_seed,device,base_model,meta_model,hybrid_feature_mode,meta_C,stack_train_source,m3_val_macro_f1_best,m3_val_macro_f1_at_t_star,m3_val_tpr_at_t_star,repeatability_n_splits,macro_f1_repeat_mean,macro_f1_repeat_std,macro_f1_repeat_ci95_low,macro_f1_repeat_ci95_high,tpr_at_1pct_fpr_repeat_mean,tpr_at_1pct_fpr_repeat_std,tpr_at_1pct_fpr_repeat_ci95_low,tpr_at_1pct_fpr_repeat_ci95_high,tpr_at_5pct_fpr_repeat_mean,tpr_at_5pct_fpr_repeat_std,tpr_at_5pct_fpr_repeat_ci95_low,tpr_at_5pct_fpr_repeat_ci95_high,tpr_at_10pct_fpr_repeat_mean,tpr_at_10pct_fpr_repeat_std,tpr_at_10pct_fpr_repeat_ci95_low,tpr_at_10pct_fpr_repeat_ci95_high
A,deployment_threshold,transformer,TRANSFORMER_ROBERTA_BASE,OOD,ood_test_injection,0.6504,0.6342,0.774,0.7827,0.1091,0.2448,0.4543,,,policy=macro_f1; t*=0.988; val_fpr=0.0250; score=transformer_proba; backbone=roberta-base; max_len=256; epochs=3; lr=2e-05; device=mps; ood_name=ood_test_injection,,,,,,,,,,,,,,,,,,,,,,,metrics_transformer_splitA__ood-ood_test_injection.csv,,,,,,,,,roberta-base,256.0,2e-05,3.0,8.0,16.0,0.01,0.1,42.0,mps,,,,,,,,,3.0,0.636,0.0545,0.5743,0.6977,0.1111,0.1092,-0.0125,0.2346,0.3481,0.1048,0.2295,0.4666,0.5693,0.1625,0.3855,0.7532
A,deployment_threshold,transformer,TRANSFORMER_ROBERTA_BASE,OOD,ood_test_injection_standard,0.7105,0.6914,0.8089,0.8326,0.1174,0.285,0.441,,,policy=macro_f1; t*=0.988; val_fpr=0.0250; score=transformer_proba; backbone=roberta-base; max_len=256; epochs=3; lr=2e-05; device=mps; ood_name=ood_test_injection_standard,,,,,,,,,,,,,,,,,,,,,,,metrics_transformer_splitA__ood-ood_test_injection_standard.csv,,,,,,,,,roberta-base,256.0,2e-05,3.0,8.0,16.0,0.01,0.1,42.0,mps,,,,,,,,,3.0,0.6427,0.0423,0.5949,0.6905,0.1002,0.0206,0.0768,0.1236,0.3081,0.0266,0.278,0.3382,0.4728,0.0487,0.4177,0.5279
A,deployment_threshold,transformer_hybrid,HYBRID_ROBERTA_IBVS_STRUCTURED_LOGREG,VAL,id,0.9732,0.9664,0.997,0.9908,0.9358,0.9725,0.9725,,,policy=macro_f1; t*=0.925; val_macro_f1=0.9664; score=late_fusion_logreg; base=TRANSFORMER_ROBERTA_BASE; feature_mode=structured; C=0.1; train_score_source=in_sample_roberta_train_scores; backbone=roberta-base; max_len=256; epochs=3; lr=2e-05; device=mps,,,,,,,,,,,,,,,,,,,,,,,metrics_transformer_hybrid_splitA.csv,,,,,,,,,roberta-base,256.0,2e-05,3.0,8.0,16.0,0.01,0.1,42.0,mps,TRANSFORMER_ROBERTA_BASE,logistic_regression,structured,0.1,in_sample_roberta_train_scores,,,,,,,,,,,,,,,,,,,,
A,deployment_threshold,transformer_hybrid,HYBRID_ROBERTA_IBVS_STRUCTURED_LOGREG,TEST,id,0.9329,0.9146,0.9908,0.977,0.6296,0.8889,0.9537,,,policy=macro_f1; t*=0.925; val_macro_f1=0.9664; score=late_fusion_logreg; base=TRANSFORMER_ROBERTA_BASE; feature_mode=structured; C=0.1; train_score_source=in_sample_roberta_train_scores; backbone=roberta-base; max_len=256; epochs=3; lr=2e-05; device=mps,,,,,,,,,,,,,,,,,,,,,,,metrics_transformer_hybrid_splitA.csv,,,,,,,,,roberta-base,256.0,2e-05,3.0,8.0,16.0,0.01,0.1,42.0,mps,TRANSFORMER_ROBERTA_BASE,logistic_regression,structured,0.1,in_sample_roberta_train_scores,,,,,,,,,,,,,,,,,,,,
A,deployment_threshold,transformer_hybrid,HYBRID_ROBERTA_IBVS_STRUCTURED_LOGREG,OOD,ood_test,0.7383,0.7379,0.881,0.8624,0.4844,0.5807,0.6094,,,policy=macro_f1; t*=0.925; val_macro_f1=0.9664; score=late_fusion_logreg; base=TRANSFORMER_ROBERTA_BASE; feature_mode=structured; C=0.1; train_score_source=in_sample_roberta_train_scores; backbone=roberta-base; max_len=256; epochs=3; lr=2e-05; device=mps; ood_name=ood_test,,,,,,,,,,,,,,,,,,,,,,,metrics_transformer_hybrid_splitA.csv,,,,,,,,,roberta-base,256.0,2e-05,3.0,8.0,16.0,0.01,0.1,42.0,mps,TRANSFORMER_ROBERTA_BASE,logistic_regression,structured,0.1,in_sample_roberta_train_scores,,,,3.0,0.7493,0.0297,0.7157,0.7829,0.4557,0.0257,0.4267,0.4848,0.5877,0.0192,0.5659,0.6094,0.6328,0.0452,0.5817,0.6839
A,deployment_threshold,transformer_hybrid,HYBRID_ROBERTA_IBVS_STRUCTURED_LOGREG,OOD,ood_test_injection,0.5398,0.5354,0.7745,0.7177,0.3009,0.3953,0.4897,,,policy=macro_f1; t*=0.925; val_macro_f1=0.9664; score=late_fusion_logreg; base=TRANSFORMER_ROBERTA_BASE; feature_mode=structured; C=0.1; train_score_source=in_sample_roberta_train_scores; backbone=roberta-base; max_len=256; epochs=3; lr=2e-05; device=mps; ood_name=ood_test_injection,,,,,,,,,,,,,,,,,,,,,,,metrics_transformer_hybrid_splitA__ood-ood_test_injection.csv,,,,,,,,,roberta-base,256.0,2e-05,3.0,8.0,16.0,0.01,0.1,42.0,mps,TRANSFORMER_ROBERTA_BASE,logistic_regression,structured,0.1,in_sample_roberta_train_scores,,,,3.0,0.606,0.0879,0.5065,0.7054,0.2793,0.0375,0.2369,0.3217,0.4445,0.0614,0.375,0.514,0.532,0.0707,0.4519,0.612
A,deployment_threshold,transformer_hybrid,HYBRID_ROBERTA_IBVS_STRUCTURED_LOGREG,OOD,ood_test_injection_standard,0.6791,0.668,0.7936,0.8087,0.1179,0.3261,0.4521,,,policy=macro_f1; t*=0.925; val_macro_f1=0.9664; score=late_fusion_logreg; base=TRANSFORMER_ROBERTA_BASE; feature_mode=structured; C=0.1; train_score_source=in_sample_roberta_train_scores; backbone=roberta-base; max_len=256; epochs=3; lr=2e-05; device=mps; ood_name=ood_test_injection_standard,,,,,,,,,,,,,,,,,,,,,,,metrics_transformer_hybrid_splitA__ood-ood_test_injection_standard.csv,,,,,,,,,roberta-base,256.0,2e-05,3.0,8.0,16.0,0.01,0.1,42.0,mps,TRANSFORMER_ROBERTA_BASE,logistic_regression,structured,0.1,in_sample_roberta_train_scores,,,,3.0,0.6366,0.0276,0.6053,0.6679,0.1179,0.006,0.1111,0.1247,0.3054,0.0182,0.2848,0.326,0.4757,0.0288,0.4431,0.5083
A,deployment_threshold,transformer_hybrid,HYBRID_ROBERTA_IBVS_TOTAL_LOGREG,VAL,id,0.9732,0.9664,0.997,0.9908,0.9358,0.9725,0.9725,,,policy=macro_f1; t*=0.928; val_macro_f1=0.9664; score=late_fusion_logreg; base=TRANSFORMER_ROBERTA_BASE; feature_mode=total; C=0.1; train_score_source=in_sample_roberta_train_scores; backbone=roberta-base; max_len=256; epochs=3; lr=2e-05; device=mps,,,,,,,,,,,,,,,,,,,,,,,metrics_transformer_hybrid_splitA.csv,,,,,,,,,roberta-base,256.0,2e-05,3.0,8.0,16.0,0.01,0.1,42.0,mps,TRANSFORMER_ROBERTA_BASE,logistic_regression,total,0.1,in_sample_roberta_train_scores,,,,,,,,,,,,,,,,,,,,
A,deployment_threshold,transformer_hybrid,HYBRID_ROBERTA_IBVS_TOTAL_LOGREG,TEST,id,0.9329,0.9146,0.9908,0.977,0.6296,0.8889,0.9537,,,policy=macro_f1; t*=0.928; val_macro_f1=0.9664; score=late_fusion_logreg; base=TRANSFORMER_ROBERTA_BASE; feature_mode=total; C=0.1; train_score_source=in_sample_roberta_train_scores; backbone=roberta-base; max_len=256; epochs=3; lr=2e-05; device=mps,,,,,,,,,,,,,,,,,,,,,,,metrics_transformer_hybrid_splitA.csv,,,,,,,,,roberta-base,256.0,2e-05,3.0,8.0,16.0,0.01,0.1,42.0,mps,TRANSFORMER_ROBERTA_BASE,logistic_regression,total,0.1,in_sample_roberta_train_scores,,,,,,,,,,,,,,,,,,,,
A,deployment_threshold,transformer_hybrid,HYBRID_ROBERTA_IBVS_TOTAL_LOGREG,OOD,ood_test,0.7409,0.7403,0.881,0.8624,0.4844,0.5807,0.6094,,,policy=macro_f1; t*=0.928; val_macro_f1=0.9664; score=late_fusion_logreg; base=TRANSFORMER_ROBERTA_BASE; feature_mode=total; C=0.1; train_score_source=in_sample_roberta_train_scores; backbone=roberta-base; max_len=256; epochs=3; lr=2e-05; device=mps; ood_name=ood_test,,,,,,,,,,,,,,,,,,,,,,,metrics_transformer_hybrid_splitA.csv,,,,,,,,,roberta-base,256.0,2e-05,3.0,8.0,16.0,0.01,0.1,42.0,mps,TRANSFORMER_ROBERTA_BASE,logistic_regression,total,0.1,in_sample_roberta_train_scores,,,,3.0,0.7497,0.0297,0.7161,0.7833,0.4557,0.0257,0.4267,0.4848,0.5877,0.0192,0.5659,0.6094,0.6328,0.0452,0.5817,0.6839
A,deployment_threshold,transformer_hybrid,HYBRID_ROBERTA_IBVS_TOTAL_LOGREG,OOD,ood_test_injection,0.5398,0.5367,0.7436,0.7003,0.0944,0.3805,0.4749,,,policy=macro_f1; t*=0.928; val_macro_f1=0.9664; score=late_fusion_logreg; base=TRANSFORMER_ROBERTA_BASE; feature_mode=total; C=0.1; train_score_source=in_sample_roberta_train_scores; backbone=roberta-base; max_len=256; epochs=3; lr=2e-05; device=mps; ood_name=ood_test_injection,,,,,,,,,,,,,,,,,,,,,,,metrics_transformer_hybrid_splitA__ood-ood_test_injection.csv,,,,,,,,,roberta-base,256.0,2e-05,3.0,8.0,16.0,0.01,0.1,42.0,mps,TRANSFORMER_ROBERTA_BASE,logistic_regression,total,0.1,in_sample_roberta_train_scores,,,,3.0,0.606,0.0876,0.5069,0.7051,0.1013,0.0074,0.0929,0.1096,0.4297,0.0636,0.3577,0.5017,0.5162,0.0741,0.4324,0.6001
A,deployment_threshold,transformer_hybrid,HYBRID_ROBERTA_IBVS_TOTAL_LOGREG,OOD,ood_test_injection_standard,0.6713,0.6624,0.7855,0.7973,0.0988,0.3322,0.438,,,policy=macro_f1; t*=0.928; val_macro_f1=0.9664; score=late_fusion_logreg; base=TRANSFORMER_ROBERTA_BASE; feature_mode=total; C=0.1; train_score_source=in_sample_roberta_train_scores; backbone=roberta-base; max_len=256; epochs=3; lr=2e-05; device=mps; ood_name=ood_test_injection_standard,,,,,,,,,,,,,,,,,,,,,,,metrics_transformer_hybrid_splitA__ood-ood_test_injection_standard.csv,,,,,,,,,roberta-base,256.0,2e-05,3.0,8.0,16.0,0.01,0.1,42.0,mps,TRANSFORMER_ROBERTA_BASE,logistic_regression,total,0.1,in_sample_roberta_train_scores,,,,3.0,0.635,0.0243,0.6076,0.6624,0.0986,0.0003,0.0983,0.099,0.3166,0.0145,0.3003,0.333,0.4688,0.0359,0.4281,0.5095
A,ranking,ablation,M1_TFIDF_ONLY,VAL,id,0.8926,0.8611,0.9674,0.9183,0.4679,0.5596,0.7523,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.315; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.315,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.861072261072261,0.861072261072261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ranking,ablation,M1_TFIDF_ONLY,TEST,id,0.8389,0.7714,0.9421,0.8792,0.1574,0.5093,0.5556,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.315; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.315,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.861072261072261,0.861072261072261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ranking,ablation,M1_TFIDF_ONLY,OOD,ood_test,0.6029,0.6003,0.7249,0.6816,0.1016,0.2552,0.4062,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.315; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.315,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.861072261072261,0.861072261072261,,,,,,,,,,,,,,,,,,,,,,3.0,0.6222,0.0191,0.6006,0.6438,0.1111,0.0438,0.0616,0.1607,0.2778,0.0286,0.2454,0.3101,0.401,0.0188,0.3798,0.4223
A,ranking,ablation,M1_TFIDF_ONLY,OOD,ood_test_injection,0.7139,0.6889,0.9282,0.9379,0.3333,0.6549,0.8289,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.315; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.315,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA__ood-ood_test_injection.csv,macro_f1,False,False,0.861072261072261,0.861072261072261,,,,,,,,,,,,,,,,,,,,,,3.0,0.7382,0.0427,0.6898,0.7866,0.232,0.0912,0.1288,0.3353,0.5447,0.1008,0.4307,0.6588,0.7522,0.0782,0.6638,0.8407
A,ranking,ablation,M1_TFIDF_ONLY,OOD,ood_test_injection_standard,0.6061,0.5453,0.6895,0.7409,0.0251,0.139,0.2755,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.315; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.315,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA__ood-ood_test_injection_standard.csv,macro_f1,False,False,0.861072261072261,0.861072261072261,,,,,,,,,,,,,,,,,,,,,,3.0,0.5867,0.0364,0.5455,0.6279,0.0383,0.0115,0.0253,0.0513,0.1547,0.0151,0.1376,0.1718,0.2771,0.0171,0.2578,0.2965
A,ranking,ablation,M2_TFIDF_PLUS_FLAGS,VAL,id,0.8993,0.8639,0.9603,0.9259,0.1009,0.633,0.789,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.249; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.249,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.8639269406392693,0.8639269406392693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ranking,ablation,M2_TFIDF_PLUS_FLAGS,TEST,id,0.8322,0.7423,0.9479,0.9015,0.1296,0.4537,0.6944,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.249; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.249,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.8639269406392693,0.8639269406392693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ranking,ablation,M2_TFIDF_PLUS_FLAGS,OOD,ood_test,0.6393,0.6236,0.7624,0.7492,0.125,0.2969,0.401,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.249; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.249,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.8639269406392693,0.8639269406392693,,,,,,,,,,,,,,,,,,,,,,3.0,0.6361,0.0451,0.5851,0.6872,0.1103,0.0128,0.0958,0.1248,0.2717,0.0276,0.2405,0.3029,0.3993,0.003,0.3959,0.4027
A,ranking,ablation,M2_TFIDF_PLUS_FLAGS,OOD,ood_test_injection,0.6416,0.5888,0.7047,0.7934,0.0118,0.0767,0.236,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.249; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.249,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA__ood-ood_test_injection.csv,macro_f1,False,False,0.8639269406392693,0.8639269406392693,,,,,,,,,,,,,,,,,,,,,,3.0,0.6289,0.0733,0.546,0.7118,0.0108,0.0045,0.0057,0.0159,0.0472,0.0348,0.0078,0.0865,0.1426,0.093,0.0374,0.2478
A,ranking,ablation,M2_TFIDF_PLUS_FLAGS,OOD,ood_test_injection_standard,0.5627,0.4687,0.6127,0.6698,0.013,0.0793,0.1711,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.249; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.249,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA__ood-ood_test_injection_standard.csv,macro_f1,False,False,0.8639269406392693,0.8639269406392693,,,,,,,,,,,,,,,,,,,,,,3.0,0.5056,0.0533,0.4453,0.5659,0.0132,0.0033,0.0095,0.0169,0.0848,0.0185,0.0639,0.1057,0.1793,0.0215,0.155,0.2036
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,VAL,id,0.906,0.8693,0.9696,0.9362,0.2018,0.7064,0.8532,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.304; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.304,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.8692982456140351,0.8692982456140351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,TEST,id,0.8456,0.7737,0.9448,0.9144,0.0741,0.7037,0.8426,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.304; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.304,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.8692982456140351,0.8692982456140351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,OOD,ood_test,0.6458,0.6337,0.7557,0.7392,0.1146,0.2865,0.4323,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.304; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.304,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.8692982456140351,0.8692982456140351,,,,,,,,,,,,,,,,,,,,,,3.0,0.6604,0.0246,0.6326,0.6883,0.0807,0.0326,0.0438,0.1177,0.3047,0.0231,0.2785,0.3309,0.4036,0.03,0.3696,0.4376
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,OOD,ood_test_injection,0.646,0.5963,0.6477,0.7605,0.0088,0.0354,0.115,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.304; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.304,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA__ood-ood_test_injection.csv,macro_f1,False,False,0.8692982456140351,0.8692982456140351,,,,,,,,,,,,,,,,,,,,,,3.0,0.664,0.0589,0.5974,0.7306,0.0088,0.003,0.0055,0.0122,0.0393,0.0238,0.0124,0.0663,0.1239,0.0639,0.0516,0.1961
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,OOD,ood_test_injection_standard,0.5707,0.4831,0.624,0.6815,0.0135,0.0923,0.1776,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.304; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.304,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA__ood-ood_test_injection_standard.csv,macro_f1,False,False,0.8692982456140351,0.8692982456140351,,,,,,,,,,,,,,,,,,,,,,3.0,0.5312,0.0432,0.4824,0.5801,0.0134,0.0043,0.0085,0.0182,0.0955,0.02,0.0729,0.1181,0.1803,0.0387,0.1365,0.2241
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,VAL,id,0.906,0.8693,0.9699,0.9342,0.2477,0.7523,0.7798,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.227; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.227,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.8692982456140351,0.8692982456140351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,TEST,id,0.8322,0.7423,0.9489,0.8995,0.1481,0.4907,0.6481,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.227; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.227,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.8692982456140351,0.8692982456140351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,OOD,ood_test,0.6393,0.624,0.7562,0.7392,0.0859,0.3021,0.4193,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.227; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.227,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.8692982456140351,0.8692982456140351,,,,,,,,,,,,,,,,,,,,,,3.0,0.6374,0.0457,0.5858,0.6891,0.0894,0.0185,0.0685,0.1103,0.2865,0.0413,0.2397,0.3332,0.4245,0.0045,0.4194,0.4296
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,OOD,ood_test_injection,0.6401,0.5866,0.6811,0.7748,0.0088,0.0796,0.1888,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.227; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.227,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA__ood-ood_test_injection.csv,macro_f1,False,False,0.8692982456140351,0.8692982456140351,,,,,,,,,,,,,,,,,,,,,,3.0,0.6344,0.0809,0.5429,0.7259,0.0118,0.0078,0.003,0.0206,0.0639,0.0435,0.0147,0.1131,0.1583,0.0714,0.0775,0.2391
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,OOD,ood_test_injection_standard,0.5615,0.4667,0.6159,0.6702,0.0186,0.0813,0.1781,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.227; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.227,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA__ood-ood_test_injection_standard.csv,macro_f1,False,False,0.8692982456140351,0.8692982456140351,,,,,,,,,,,,,,,,,,,,,,3.0,0.5075,0.0604,0.4391,0.5759,0.0224,0.0034,0.0186,0.0263,0.1035,0.0228,0.0777,0.1294,0.2024,0.0399,0.1572,0.2475
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,VAL,id,0.9128,0.8798,0.9679,0.9323,0.211,0.7615,0.8073,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.227; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.227,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.879816342991872,0.879816342991872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,TEST,id,0.8389,0.7496,0.9417,0.8959,0.0833,0.4907,0.6296,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.227; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.227,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.879816342991872,0.879816342991872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,OOD,ood_test,0.6354,0.6206,0.7576,0.7422,0.0677,0.3125,0.4141,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.227; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.227,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA.csv,macro_f1,False,False,0.879816342991872,0.879816342991872,,,,,,,,,,,,,,,,,,,,,,3.0,0.6475,0.0383,0.6041,0.6909,0.0833,0.0157,0.0656,0.101,0.3003,0.0379,0.2574,0.3433,0.4036,0.012,0.3901,0.4172
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,OOD,ood_test_injection,0.6401,0.5866,0.6753,0.7702,0.0088,0.0708,0.1681,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.227; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.227,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA__ood-ood_test_injection.csv,macro_f1,False,False,0.879816342991872,0.879816342991872,,,,,,,,,,,,,,,,,,,,,,3.0,0.6339,0.0595,0.5666,0.7012,0.0128,0.0095,0.002,0.0235,0.057,0.0374,0.0147,0.0993,0.1475,0.0831,0.0534,0.2415
A,ranking,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,OOD,ood_test_injection_standard,0.5657,0.4729,0.6198,0.6772,0.0201,0.0868,0.1641,,,eval_track=ranking; policy=macro_f1; mode=macro_f1; t*=0.227; target_fpr=0.05; val_fpr=nan; macro_tol=0.020,0.227,macro_f1,,,,,,,,,,,,,,,,,,,,,metrics_ablation_splitA__ood-ood_test_injection_standard.csv,macro_f1,False,False,0.879816342991872,0.879816342991872,,,,,,,,,,,,,,,,,,,,,,3.0,0.5081,0.0437,0.4587,0.5576,0.0199,0.0008,0.0191,0.0208,0.1008,0.0178,0.0807,0.121,0.1867,0.0439,0.1369,0.2364
B,deployment_threshold,ablation,M1_TFIDF_ONLY,VAL,id,0.651,0.6464,0.9406,0.9021,0.0278,0.5463,0.6204,,,eval_track=deployment_threshold; policy=low_fpr_enforced; mode=low_fpr_enforced_macro_best; t*=0.959; target_fpr=0.05; val_fpr=0.024; macro_tol=0.020,0.959,low_fpr_enforced_macro_best,0.05,0.02,0.024390243902439,1.0,-0.0256097560975609,,,,,,,,,,,,,,,,metrics_ablation_splitB.csv,low_fpr_enforced,True,True,0.8747548332866348,0.6464037970062066,0.5277777777777778,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
